artist.name,duration,tempo,title,year
Beenie Man,201.97832,69.594,Stack and Pile,0
Mariano Yanani,180.00933999999998,96.962,I Still Haven't Found What I'm Looking For,2003
Brian Keane,216.05832,100.16,Dark Flashes,0
Naseebo Lal,518.81751,168.03900000000002,Ek Pardesi DiA ,0
Laurie Berkner,169.37751,82.585,Ice Cream Cone,2001
Robin Fox,515.65669,140.02100000000002,Wonderland,2001
Adam Ant,202.97098,95.7,Goody Two Shoes,1982
Statues,130.35057,155.958,Telecommunication,0
Rusted Shut,296.80281,102.072,Borin Fuckin Town,0
Happy Mondays,156.68200000000002,129.282,Olive Oil,1987
John Mayer,321.09668999999997,126.711,St. Patrick's Day,0
Pascal Sangla,333.76608,89.977,Assis par terre,2010
Marilyn Horne,144.06485,95.469,"Agrippina : Act 3 ""Bel piacere A"" godere fido amor!"" [Poppea]",0
Daddy Yankee,239.882,195.985,Llamado De Emergencia,2008
Janet Paschal,219.92444,105.994,He'll Deliver Me,0
Sergio Mendes,152.29342,130.892,Don't Go Breaking My Heart (LP Version),0
Blue Rodeo,543.97342,99.64399999999999,Million Miles,2009
John Brown,107.49342,108.176,She's On That Revivalism,0
Weezer,228.44036,122.852,I Don't Want To Let You Go,2009
Hadag Nahash,216.92036000000002,187.893,Aff E'chad (Nobody) (Live),0
Bad Brains,136.38485,127.15700000000001,At The Movies (1991 Digital Remaster),1983
Lords Of The Underground,264.69832,99.05799999999999,Check It (Explicit),1993
Trivium,352.02567,141.813,Into The Mouth Of Hell We March [Explicit],2008
Mary Black,310.20363,42.75,Sweet Love,0
Aiden,759.0917900000001,0.0,Black Market Hell,2009
Mark Lowry,60.316280000000006,77.069,A Word From Deacon Jones [A Local Cable Access Ministry] (LP Version),0
Mikey Dread,159.99955,145.618,Rainbow Jungle (Dub / Instrumental Reggae Music),0
RyanDan,255.76443999999998,142.196,Wind Beneath My Wings,2007
Faithless,221.98812,128.067,Salva Mea,1995
Selena,232.80281000000002,85.772,Tu Robaste Mi Corazon,0
Marquez the Greatest,72.17586999999999,75.367,Declaration of Independence,0
Drowning Pool,248.78975,166.06400000000002,Reborn (Explicit),2007
Kent,222.53669,135.776,Vad tvAY= APron klarar,0
Los AutA(c)nticos Decadentes,205.06077,91.699,El Gran SeA+-or,1997
CafA(c) Quijano,255.39872999999997,152.001,En AlgAon RincA3n,1999
Eminem,292.25751,174.65099999999998,The Way I Am,2000
The Sun Harbor's Chorus-Documentary Recordings,37.01506,125.124,The Air Force song : Evening colors sequence,0
Lily Allen,187.24526,132.61,22 (Acoustic),2009
Madonna,564.94975,85.318,Revolver [Tracy Young's Shoot To Kill Remix],0
Roy Buchanan,329.66485,119.089,Hey Joe,1974
Juan Carmona,203.85914,64.475,Nino ven pa'ca,0
Mayday,307.33016000000003,71.984,NA1/4t isch fA1/4r immer,0
Charles Williams,91.84608,168.303,They Ride By Night,0
Sun Yan-Zi,285.962,100.059,Abscondence,2001
Maurice Chevalier / FranASSoise Dorin / Marina Hottine / Suzanne Gabriello / Jo Charrier / Marcel Carpentier / Perrette Souplex / Andree Grandjean / Cadet Rivers / Raymond Girerd / Orchestre De Jacques-Henri Rys / Jacques Henri Rys,213.55057000000002,164.618,Dialogue et final si j'avais su,0
Ray Price,125.1522,126.714,Make The World Go Away,1989
Art Ensemble Of Chicago,207.09832,96.411,Sirius Calling,2004
Swim,311.58812,167.111,Fungus,0
Negura Bunget,620.19873,91.14399999999999,Plecaciunea mortii,0
Buddy Miles,121.02485,100.573,Don't Keep Me Wondering,1997
Bobbie Gentry,214.96117999999998,170.89700000000002,Ace Insurance Man,1968
Busdriver,246.22975,136.116,Ellen Disingenuous,0
Brenda Lee,113.97178999999998,117.696,Ballin' the Jack,0
Herbert  von Karajan,198.45179,75.377,Oedipus Rex_ Atto Primo: Liberi_ Vos Liberabo (Oedipus) (Stravinsky),0
Eddy Arnold,159.58158999999998,100.932,IA'm Throwing Rice,0
Gisselle,268.87791,124.12899999999999,Me Decidi,0
DJ Harry,495.90812,133.529,'Round the Wheel,2001
MC Sadri,178.96444,180.12599999999998,Strassenkrieg,0
Weedeater,269.00853,142.639,Monkey Junction,2001
Mira,38.007709999999996,109.743,In Pursuit of the Implicate Order of Cultural Chaos,0
Mel Blanc,137.74322,159.941,I Love Me (I'm Wild About Myself) (2005 Digital Remaster),0
Paul Carrack,324.46648999999996,134.123,Dedicated,1989
Tyrone Taylor,219.01016,157.201,Got To Make Me Love You,0
Elvenking,322.55955,150.05,Pathfinders,2004
The Irish Rovers,192.05178999999998,175.325,The Deep Blue Sea,0
William Coulter,238.57587,148.524,Shrivasta,0
At The Gates,286.04036,171.613,City Of Screaming Statues,1991
Neil Diamond,181.15873,100.42200000000001,Hey Louise,1980
Special Duties,122.56608,128.822,Punk Rocker '97,0
The Refreshments,222.69342000000003,101.976,Three Little Words,0
Johnny Horton,119.90158999999998,181.9,Old Gobbler the Hound Dog,0
Kane,261.3024,120.611,My Heart's Desire,2004
Bomb Squad,182.22975,95.88,Flipside,0
Les Hou-Lops,181.86404,95.735,Quand on est amoureux,1964
Eastmountainsouth,225.61914,125.986,Hard Times,2003
:Blacks On :Blondes,164.362,128.033,Superconstellation,0
Richard Hell & The Voidoids,494.10567000000003,123.182,Another World (Album Version),1977
Love Jones,182.72608,87.79899999999999,I Like Young Girls,1993
V'ro,282.53995,67.987,Softcore,2003
Kings Of Leon,181.13261,102.066,Ragoo,2007
Charlie Peacock,180.13995,130.441,Tears Falling Down,1988
The Gone Jackals,220.49913999999998,99.59299999999999,Drop The Hammer,1995
Nightwish,834.66404,96.711,The Poet And The Pendulum,2007
Shinehead,230.71302000000003,209.649,Olivia,1999
From Dying Skies,222.58892999999998,87.539,Expeditions,0
Wailing Souls,255.4771,86.75200000000001,Firehouse Rock,1980
Turibio Santos,145.94567,105.72,Dengoso,0
David Phelps,277.21098,83.594,One King (Album Version),0
Steinski,52.4273,110.04799999999999,Silent Partner (Peace Out),2003
Eddy Raven,215.40526,158.832,Like A Hurricane,0
Tranzas,184.21506000000002,75.82600000000001,Un nuevo amor (version salsa),2000
Klaus Badelt,275.19955,121.667,Time Travel,2002
JK,151.37913999999998,86.719,Hit my heart,0
Dub Pistols feat. TK,264.82892999999996,100.01899999999999,Revitalise,2009
Aiden,258.82077000000004,143.02100000000002,She Will Love You (Album Version),2007
DJ Envy,278.38649,135.059,Why Wouldn't I (featuring Fabolous & Paul Cain),0
Albert Ayler,426.00444000000005,67.598,Ghosts_ Second Variation,0
Perfection,379.27137999999997,100.16799999999999,What Is This,0
Fred Simon,228.70158999999998,70.891,The Christmas Song (Chestnuts Roasting On An Open Fire),0
Tony Joe White,252.1073,136.621,Menutha,1999
Terror Squad / Remy / Prospect / Armageddon,251.89832,181.3,Hum Drum,2004
D.A.D.,260.362,150.526,Wild Talk [Live],0
Rodney O & Joe Cooley,211.27791000000002,123.696,Your Chance To Rock,0
Christian Quast,498.83383,125.057,You Are!,0
G.G. Allin,95.50322,208.517,Assface,0
Jennifer Lopez featuring Ja Rule,263.20934,83.49,I'm Real,2001
The Bureau De Change,220.89097999999998,93.90899999999999,Seasick,0
Darden Smith,270.62812,165.76,Perfect Moment,2002
DA(c)dA(c) Saint Prix_ Pakatak,257.27955,98.18,Nom' Mayi,0
Los Indios Tabajaras,171.28444,128.162,SueA+-o Salvaje,1997
Mary Black,235.04934,117.507,Say A Little Prayer,0
Charanga de la 4,329.97832,126.92200000000001,Clavelitos,0
Daryl Coley,321.01832,124.709,He That Dwelleth (Psalm 91) (In My Dreams Album Version),0
Ramesses,608.7571,219.518,Unholy Outburst #3,2005
Johnny Otis Show,164.8322,94.085,You Better Look Out,0
John Doan,274.99057,82.85600000000001,In John Fahey There Is No East or West (feat. John Doan),0
Sammi Cheng,149.34159,86.65799999999999,Nu Ren Ben Se,0
Trentemoller,368.74404,124.985,In Progress (Original Mix),2009
Big John Greer,155.45424,87.635,Big John's A-Blowin',0
Lorna,329.53424,110.17,Papi Chulo (Extended Mix),0
Tech N9ne,354.7424,167.984,Soldiers At War feat. Kon Juan_ Big Scoob_ Short Nutty_ L.V.,0
Maroon 5,173.66159,149.917,Harder To Breathe,2002
The Keys,143.01995,182.75599999999997,From Tense To Loose To Slack,0
Dusminguet,168.69832,152.168,Disco Jonki,1998
Clarisse Lavanant,182.59546,130.164,Electron libre,0
Toots Thielemans,119.71873000000001,218.68099999999998,Five For Ellis,0
Marc Perrone,64.1824,63.295,Padam padam,0
Alejandro Lerner,153.36444,120.051,Campeones De La Vida,0
Stevie Ray Vaughan And Double Trouble,240.77016,112.719,Cold Shot,1985
Claudio,317.77914,95.32,Simple Lullaby (Do Maj),0
Java,190.69342,89.689,Cendrier,0
Jamie Richards,244.29668999999998,117.993,Any Way You Want Me To,0
Joanna Connor,238.39302,106.719,Playing In The Dirt,0
Dilated Peoples Featuring Capleton,311.06567,158.327,Firepower (The Tables Have to Turn) (Explicit) (Feat. Capleton),2006
Patsy Cline,146.88608,93.618,Stop The World And Let Me Off,0
Saga,243.61751,74.811,Thank You,0
Walter Jackson,269.00853,158.857,Its Cool,0
Mohammad Nouri,273.94567,168.52700000000002,Nastaran,0
R. Carlos Nakai,177.31873000000002,102.02,Voyagers - Improvisation 12,0
Elizete Cardoso,206.47138,52.053999999999995,Chega De Sausade,0
Anthony Blea Y Su Charanga,459.28444,200.826,Tumba Randy,2004
Maria Callas/Giuseppe di Stefano/Ettore Bastianini/Silvana Zanolli/Luisa Mandelli/Giuseppe Zampieri/Arturo La Porta/Antonio Zerbini/Silvio Maionica/Coro e Orchestra del Teatro alla Scala_ Milano/Carlo Maria Giulini,112.14322,96.775,La Traviata - highlights (1990 Digital Remaster): Ah_ non piA1 (Alfredo/Violetta),0
CMW - Compton's Most Wanted,217.62567,93.95100000000001,This Is A Gang,1992
Walter Ego,535.45751,124.13600000000001,Purple Pygmies,1998
Tayfun,343.50975,84.619,GAPzlerinde HA1/4zA1/4n,0
Jay Randall,222.24934,65.64,Mathilda,0
Carl Smith,151.24853000000002,110.07600000000001,Hey Joe,1993
Sandy Lam,299.44118,109.74799999999999,Ai Ji Mei Gui 1000 Da,0
Ghorwane,298.84036000000003,187.46,Nudez,0
Herb Alpert And The Tijuana Brass,176.66567,124.89299999999999,Lazy Day,0
Audio Adrenaline,219.11465,101.241,My God  (Audio Adrenaline Album Version),1992
Deep Forest,294.39955,87.001,Green And Blue,1997
Francis Dunnery,216.37179,101.52600000000001,The Possibilities of Loving You,1991
Obie Bermudez,271.25506,177.255,Antes (Salsa Version),2003
Dimmu Borgir,186.56608,83.10799999999999,Puritania,2001
Bonita & Jerry Cormier,181.10648999999998,120.00200000000001,Sans ton amour,0
Special Duties,162.87302,135.386,I Am The Curse (Duties Demo),0
Clarence Profit,166.97423999999998,161.387,Tropical Nights,0
Mikey Dread,201.9522,175.628,Pound a Weed,0
African Rhythm Messengers,235.28444,115.196,baby Wayo,0
Los Amigos Invisibles,420.62322,200.03900000000002,San Agustin,0
Mando Diao,306.18077,87.785,Popovic,2006
James Blackwood with The Light Crust Doughboys,138.16118,116.521,This World Is Not My Home,0
Junior Reid,326.00771000000003,158.24200000000002,"Boom-Shack-A-Lack (12"" Mmix / Bonus Tra)",1998
Louis Prima And Keely Smith,159.16363,108.49799999999999,I've Got You Under My Skin,1960
Alphonse Mouzon,355.21261,96.931,The Ram And The Scorpio,1977
Lole y Manuel,145.55383,148.105,Tango de la Flor (Album Version),0
Ben Sidran,366.0273,85.95200000000001,Everybody's boppin',0
Aeoliah,295.10485,130.77,We Are One Light,0
King Curtis,199.20934,108.162,Ode To Billie Joe  (Live @ Fillmore West),2007
Ice Cube Featuring Flavor Flav,130.7424,92.48200000000001,I'm Only Out For One Thang (Explicit) (Feat. Flavor Flav),0
The Equals,182.88281,119.39399999999999,Michael & His Slipper Tree '93,0
Brazilian Tropical Orchestra,144.63955,86.28,Swan Lake,0
M.A. Numminen,102.79138,141.358,LAIVAMATKA WC:SSA,0
Ken Yokoyama,172.82567,80.12899999999999,I'm Not Afraid When I'm With You,0
Gold City,182.25587,100.022,Mighty Army Band,0
Big Dee Irwin,156.02893,108.103,Swinging On A Star,1990
VHS Or Beta,501.13260999999994,125.999,You Got Me (The Juan Maclean Dub),2006
Carl Smith,136.04526,124.648,Hey Joe,1993
Charley Patton,154.87955,130.975,Circle Round The Moon,1990
Babe Ruth,159.00689,144.474,A Fistful Of Dollars (1994 Digital Remaster),0
Samba Trio,121.10322,87.321,Essa Marie,0
Tammy Pescatelli,129.82811999999998,77.081,Playboy Foundation,0
Planxty,139.72853,71.337,Follow Me Up To Carlow,1973
Pennywise,242.33751,119.98100000000001,Lies,2005
Amy Winehouse,274.99057,192.668,In My Bed,2003
Cirrus,193.72363,180.012,Boomerang (Reprise),2002
Pheeroan Aklaff,145.97179,135.39700000000002,Hispaniola A,0
Ayo,244.06159,118.509,Down On My Knees,2006
John Williams,184.45016,104.32,The Imperial March from The Empire Strikes Back,0
Junior Reid,215.14404,128.769,Mr Big Man,0
Michael Jackson,217.96526,100.648,Morning Glow,1973
Edmundo Ros,174.86321999999998,120.92299999999999,The Wedding Samba,0
The Sterns,151.82322,157.751,Supreme Girl,2006
Pink Floyd,187.42812,54.398,Matilda Mother (Stereo) (2007 Remaster),1967
Edgar De L'est,317.28281,125.02600000000001,Slavinka,2002
Alfredo Kraus/Paul Plishka/Matteo Manuguerra/Sherrill Milnes/Trinity Boys' Choir/Ambrosian Opera Chorus/National Philharmonic Orchestra/James Levine,34.55955,130.319,Caro! (Colline/Rodolfo/Schaunard/Children/Townspeople/Musetta) (1998 Digital Remaster),0
Vangelis,408.00608,62.216,El Greco: Movement III,1998
The Cortinas,187.24526,202.179,Youth Club Dance (Demo),0
Rodney O & Joe Cooley,252.23791,119.074,Party,2002
Daddy Yankee,181.34159,97.98200000000001,Baila Girl_ Todo Hombre Llorando Por Ti,2003
Righteous Brothers,130.0371,135.599,Little Latin Lupe Lu,1975
Kane,395.83302000000003,134.115,Rain Down On Me,2001
Why?,110.86322,119.86399999999999,You'll Know Where Your Plane Is... (Part 4),0
Steve Chou,323.23873,96.00399999999999,Pi Jiu Pao Pao (Beer Bubbles),0
Blingtones,29.72689,83.226,Stinky Breath,0
Sam Fan Thomas,397.58322000000004,125.241,African Typic Collection,1989
Gregory Isaacs,219.40200000000002,138.039,Down the Line,1979
Bonita & Jerry Cormier,208.79628,124.193,La maison ou j'ai grandi,0
Sunnyland Slim,192.02567,82.654,Tired Of You Clowning,0
Sara Melson,164.12689,167.905,Anywhere Anytime,2008
Happy Mondays,389.0673,196.09599999999998,Hallelujah [Club Mix - Remastered version],0
Yahir,245.34159,104.0,No Te Apartes De Mi,0
Vince Guaraldi,201.42975,124.391,Corcovado,1964
Foals,315.27137999999997,156.917,Red Socks Pugie,2008
The London Theatre Orchestra,123.95057,129.418,War Of The Worlds,0
Michael Jackson,251.66322000000002,152.44799999999998,Ain't No Sunshine,1972
Faith Hill,246.09913999999998,119.06,I Want You (Album Version),2005
John Brown,196.57098,130.119,Sarah Palin {I Wanna Lay Pipe} [Remix],0
Memphis Jug Band,146.15465,143.031,Going Back To Memphis,2001
Capleton,217.86077000000003,97.99700000000001,Bumbo Red,0
James Taylor Quartet,188.94322,58.135,Cleo's Mood,2007
Mush,475.74159000000003,95.988,Test 72,0
The Gaskets,232.69832000000002,83.94200000000001,Deportees,0
Jean Carnigan,177.47546,185.59799999999998,Irish Medley - Jigs,0
Mariano Yanani,180.71465,80.008,Why Should I Cry For You,2005
The Knux,200.25423999999998,140.119,Bang! Bang!,2008
Leroy Hutson,281.25995,169.71400000000003,It's Different - Original,0
Between The Buried And Me,295.28771,89.485,Kickstart My Heart (Album Version),2006
The Motors,207.85586999999998,174.628,You Beat The Hell Outta Me,1977
Gertrudis,263.47057,228.46099999999998,Oye,2005
Inoki,75.93751,98.53299999999999,Parola di faliero,0
Loop Guru,521.9522,95.321,Climax,0
Alan Feinberg,155.19302,70.1,Menuet in the Name of Haydn,0
Los Nakos,131.02975,108.787,Las Hermanas Granaditas,0
Murskahumppa,61.988119999999995,148.57,MikA$? mun pA$?A$?ssA$? nykii,0
Didier FranASSois,183.19628,160.343,Dans cette nuit j'ai envie de me perdre,0
Liquid Gang,197.98158999999998,115.861,I Applaud You  (LP Version),0
Checkers,159.18975,156.868,Can't Find My Sadie,0
Vince Taylor,200.04526,180.733,Sweet Little Sixteen,0
The Refreshments,239.41179,142.36700000000002,Midnight,0
Ray Barretto,187.34975,144.722,Dame Tu Carino,0
Jimmy Witherspoon,197.51138,92.64299999999999,Rain Keeps Falling Down,0
Karen Peck & New River,218.98404,123.586,Behind The Line Of Grace,0
Kostis Maraveyas,247.7971,90.0,Love Alone,0
MarAa,259.86567,93.22,Cuenta Conmigo,0
Adolph Hofner,152.0322,105.169,We Played A Game,0
Word,187.97669,103.995,Il rosso,0
Elva Hsiao,233.37751,97.001,Lonley,0
Carolyn Arends,231.36607999999998,97.958,Happy,0
Israel & Moises,213.65506000000002,130.042,El Amor De Mi Vida,0
The Dillinger Escape Plan,281.23382999999995,120.085,Parasitic Twins,2010
Lionel Rogg,394.23955,106.479,Concerto in C major_ BWV 594 (after Vivaldi Op.7 No.5) (2007 Digital Remaster): I. 1st Movement,0
Palito Ortega,134.3473,103.755,Te Fuiste En Abril,0
Paul Taylor,266.9971,126.649,Dream State,0
Rick Ross / Carol City Cartel,227.57832000000002,95.585,It Ain't A Problem,0
Jack Off Jill,137.9522,156.804,Yellow Brick Road,1994
Hevia,280.2673,93.037,Albo,2007
Kenny Rogers,135.36608,154.783,Where Does Rosie Go?,2003
Hecklah & Coch,263.33995,91.76700000000001,Ihr hated nur (P-Dog Remix),0
The Bug Featuring Spaceape,327.99302,96.02,Fuckaz,2008
Erik Tronic,257.09668999999997,129.977,Kyotronics,0
Fred Merpol,209.26649,156.371,Y'a d'l'abus,0
Bombay Rockers,212.71465,109.984,Rock Tha Party,2004
Roberto Perera,224.93995,129.988,A Puro Dolor,0
Koordinate Of Wonders,218.74892999999997,158.91299999999998,Castle of KoFW,2006
Montserrat CaballA(c),198.13832,71.285,The Phantom Of The Opera/Wishing You Were Somehow Here Again,1994
Ray Barretto,348.76036,129.151,Vine Pa'echar Candela,0
Nestor Torres,249.44281,93.975,Peace With Myself,0
Marlene Dietrich,190.04036000000002,82.286,When Love Dies,1991
Beenie Man,213.10648999999998,98.02799999999999,Politrix,2006
Mongo Santamaria,235.49342000000001,129.871,Soca Mi Nice,0
Leroy Hutson,228.49261,151.064,Never Know What You Can Do (Give It A Try) - Original,0
Paulo Flores,337.08362999999997,218.093,Poema do semba,0
John Williams,268.90404,138.63,Everything I Do from Robin Hood,0
Greater Vision,113.42322,184.52900000000002,Carol Of The Bells (Instramental Featuring The Budapest Pops Orchestra),0
Aesop Rock,243.56526000000002,102.429,Train Buffer,2002
Devo,205.50485,94.48,Going Under,1981
Rakim,19.12118,45.553999999999995,Skit,1997
Styles P & The Evil Genius DJ Green Lantern,235.04934,167.873,Shadows,0
Ann Nesby,243.01668999999998,88.008,Tables Turn,0
The Shamen,280.31955,109.96,Heal (The Separation) [PM Dawn Alt. Lead Mix],1996
Mademoiselle Sane,217.62567,63.153999999999996,La petite boite en fer,0
Gorillaz,249.93913999999998,171.918,Rock The House (Explicit),2001
Danny Wright,240.53506000000002,95.995,Carol of the Bells (Album Version),0
Burning Spear,334.31465,146.392,The Invasion (Aka Black Wa Da Da),0
Passion,253.41342000000003,114.303,Jesus_ Lover Of My Soul (Bonus Stereo Trax),0
Midwest Product,301.73995,141.002,Motivator,2003
From Autumn To Ashes,147.64363,97.169,IV,2002
Thomas Battenstein,342.20363,134.132,East West,0
Atreyu,208.66567,138.536,Gallows (Album Version),2009
Grup Knar,381.70077000000003,120.09299999999999,Ay Nare Nare,0
Warrior King,225.77587000000003,83.831,Breath Of Fresh Air,2002
Taking Back Sunday,227.57832000000002,165.145,You Know How I Do [Live From Bamboozle],0
"Jean LumiA""re",183.43138000000002,124.113,La chanson des genAats,0
Buju Banton,239.0722,134.941,Destiny,1997
Patrick Eudeline,188.21178999999998,116.975,La Nuit,0
Piero Esteriore,246.54322000000002,100.071,Io Vivo,0
Lara,190.85016000000002,109.318,CafA(c) Sarajevo,0
Sonny Landreth,212.63627999999997,87.669,She Left Me A Mule ,1999
Save As,228.98892999999998,85.33,Fanfara,0
Daniel Johnston,270.78485,131.011,To Go Home,1982
Redman / Saukrates / Icadon,204.19873,231.264,Get 'em,0
Workhorse,251.40200000000002,85.209,High Horse,2007
Helen Love,143.15057,205.016,Calm Down Dad,0
Connemara Stone Company,192.10404,123.36,Dragonfly,0
Hard Romantic,267.7024,81.97399999999999,Romanza,0
Rita Chiarelli,278.33423999999997,95.508,Tu Vuo_ Fa_ L_ Americano,0
The Chico Hamilton Quintet With Fred Katz_ Paul Horn_ John Pisano_ Carson Smith,218.48771000000002,67.452,September Song,1997
Gipsy Kings,194.87302,165.00599999999997,Tu Quieres Volver,1987
Humble Pie,288.02567,93.71600000000001,Intro/Whatcha Gonna Do about It,0
Sleepy John Estes,163.91791,96.98200000000001,Stop That Thing,1935
Lidell Townsell,201.82159,125.01299999999999,Duh Duh Da,0
P.O.S,156.83873,108.279,Drumroll (We're All Thirsty),0
DJ Clue / P. Diddy,64.70485,81.229,Intro,1998
Dynamix,451.02975,85.32600000000001,Bodyfly (Dynamix original version),0
Gathering,242.93832,95.035,Brampton To Roadhead,0
Helen Love,213.39382999999998,162.101,Bigbigkiss,2000
Languis,199.00036,126.999,Cable,0
Tracy Byrd,209.08363,116.625,Walking To Jerusalem,1996
Basic Channel,62.92853,160.546,Q1.1 Edit,1995
Mills Brothers,79.64689,124.906,Youre nobody till somebody loves you,0
Sue Foley,224.65261,105.21,She Don't Belong To You,1998
Barry Mann,170.44853,106.68700000000001,Here You Come Again (LP Version),0
Ben Sidran,307.80036,68.479,Blowin' In the Wind,2009
Krayzie Bone,175.5424,181.03,Let It All Go,0
Jimmy Page,322.97751,139.015,Hummingbird,1988
Dark Shadows,115.43465,61.349,Departure / End Title (Love Theme From Night Of Dark Shadows),0
Jim Kweskin with Samoa Wilson,325.35465,74.045,Brother Can You Spare A Dime (Album Version),0
Jim Jones featuring Oshy,224.31302000000002,121.978,This Is For My Bitches,2009
Joy Division,245.34159,117.339,The Sound Of Music - [High Wycombe Town Hall Live 13 July 1979] (Sound Check),0
Light Of The World,251.92444,120.87799999999999,"Pete's Crusade (12"" Version) (2006 Digital Remaster)",0
Mariano Yanani,192.41751000000002,126.273,Canon In D Major (J. Pachelbel),0
Rocky Whatule,283.74159,96.59100000000001,Friends Of All Races,0
Aphasia,244.32281,192.063,"non-existent track (part one: ""why don't you fuckin' remember anything ?"")",2001
Michelle Tumes,232.22812000000002,120.02799999999999,Love Shines Through  (Dream Album Version),0
Beherit,266.89261,149.069,Suck My Blood,2009
EPMD,161.35791,86.819,Jane 5,1997
Casiotone For The Painfully Alone,197.25016000000002,180.09400000000002,White Jetta,2009
Architecture In Helsinki,249.28607999999997,139.999,Need To Shout,2005
Jack Johnson and Friends / Matt Costa,136.30649,150.519,Fall Line,2003
City High,231.33995,159.975,Sista,2001
The Frequency,284.682,153.667,Own Me,2004
Britney Spears,1.04444,0.0,Someday (I Will Understand),2005
Caballo Dorado,190.22322,161.486,Me vuelves loco,0
Mohammad Nouri,224.02567000000002,85.56,Morghe Eshgh,0
Soul Asylum,168.93341999999998,195.005,Don't It (make Your Troubles Seem Small) (Album Version),1986
Eko Fresh feat. Capkekz,236.14649,94.99799999999999,Das ist mein Viertel,0
Barbara Fairchild,329.24689,151.67600000000002,The Other Side Of That Hill,0
Big Star,241.60608,160.68,Watch The Sunrise [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973],0
TEN MADISON,405.41995,92.699,Elementro,2003
Moon Mullican,173.24363,95.27799999999999,Kangaroo Blues,0
Sergio Mendes,161.59302,179.609,Tem Do de Mim (Live At El Matador_ San Francisco),0
Michael Card,208.50893,93.542,Arise_ My Love (Song Of Solomon),0
Chroma Key,160.31302,120.09100000000001,Salvation,2004
The Red Jumpsuit Apparatus,208.79628,199.00400000000002,In Fate's Hands (Album Version),2006
Anna Abreu,205.45261000000002,143.864,Shame,2007
Mykill Miers,236.5122,91.16,Listen,0
Rachael Starr,608.23465,127.99600000000001,Till There Was You (John Creamer & Stephane K Remix),2005
Lonnie Brooks,351.73832000000004,124.471,Two Guitars Shuffle (take 1),0
Don Gibson,169.63873,123.531,I Love No One But You,1991
Stanley Clarke,312.76363,123.352,What If I Forget The Champagne,1998
HA(c)lio Ziskind,143.67302,128.636,A histA3ria do incAandio do jequitibA! de Carangola (Part 1),0
Rancid,81.10975,168.752,Meteor Of War (Album Version),0
Joe Turner,171.65016,84.73700000000001,Nobody In Mind,0
George Nooks,252.3424,179.888,Your Love (Got a Hold of Me) instrumental,0
Jim Kweskin,235.31057,63.993,Kaloobafak [I'm Confessin' (That I Love You)] (LP Version),0
Justin,298.10893,120.016,Wo You Jin Ri,0
Atman,433.94567,89.385,All Is One,1998
The Pineapple Thief,399.82975,140.077,Run A Mile,2006
Carl Davis,167.20934,80.959,Cranford: Deborah's Vigil,0
Diesel Boy,140.06812,205.553,Dragonfly,1998
S.U.P,274.54649,154.01,4tx.31b,1993
Daniel Johnston,237.68771,105.641,Oh No,1984
Sophie B. Hawkins,302.86322,129.316,32 Lines (Album Version),1999
Georges Parys,155.58485,90.27799999999999,Levallois Monte Carlo,0
Circle Jerks,122.64443999999999,173.669,Question Authority,1982
Deville_ Willy,291.91791,103.258,Loup Garou,1996
Dark Shadows,67.05587,110.93299999999999,The Taking Of Angelique,0
Jake Hess,168.77669,92.76,So Many Reasons,2004
Cal Tjader,200.12363,118.596,Anyone Who Had A Heart,2003
Fiona Sit,232.48934,99.977,Xin Bu Liao Qing,0
Jack Johnson,228.70158999999998,128.684,Fortunate Fool,2000
Fabolous,246.33424,96.708,Trade It All PT2  (Early Fade Amended Version- Bonus Track) (featuring P. Diddy & Jagged Edge),2003
Elvin Bishop,335.69914,100.17299999999999,I'll Be Glad,2005
Nick Cave & The Bad Seeds,246.46485,103.145,Wings Off Flies (2009 Digital Remaster),0
Showbread,252.21178999999998,164.963,Nothing Matters Anymore,2009
Bruce Springsteen,191.99955,183.709,Working On The Highway,1984
Showbread,197.79873,110.235,The Pig,2008
The Gathering,363.31057000000004,87.79700000000001,Gaya's Dream,0
Timbalada,242.1024,180.06,Maracaia,2006
B.A.D.,241.81506000000002,121.993,Chu Hsin,0
Arne Weise,198.24281000000002,144.082,Sommarens sista mAY=s,2002
Jay PA(c)rez,193.80200000000002,104.387,Ya Basta,0
Marty Robbins,129.67138,140.73,DEU470956112,0
Hank Penny,126.95465,95.95,Wang Wang Blues,0
Mario Rosenstock,361.82159,100.09100000000001,Radio Jay,0
Johnny Nash,167.26158999999998,163.257,There Are More Questions Than Answers,1972
Jason Miles,256.20853,196.00400000000002,Suba,0
Bimbo,288.86159,147.991,Lebaran,0
Samba Mapangala and Orchestra Virunga,301.66159,97.81700000000001,Siri,0
Catherine King/Matthew Schwinghammer/The American Boychoir,125.3873,101.67200000000001,"Trois NoA<<ls quA(c)bA""cois (trad): Gabriel",0
Falling Into Place,293.72036,138.045,Cell (Album),0
Wet Wet Wet,246.38648999999998,84.084,Love Is All Around,1994
Chris Standring,261.0673,109.99700000000001,Through the Looking Glass (jazz),2006
Bob Newhart,326.29506000000003,78.785,General Chariot Corp. (LP Version),0
Finntroll,278.93506,180.06,OrmhA$?xan,2007
BB King,186.40934,52.931999999999995,She Don't Move Me No More,1995
Beautiful Creatures,263.96689,151.50799999999998,Wish (Album Version),2001
Kent,215.562,121.6,Markus sAY=ng,0
